,Nightlord,Shifting Earth,Spawn Point,Special Event,Night 1 Boss,Night 2 Boss,Extra Night Boss,Night 1 Circle,Night 2 Circle,Castle,Major Base,Major Base,Major Base,Major Base,Major Base,Major Base,Major Base,Major Base,Major Base,Major Base,Major Base,Major Base,Major Base,Major Base,Major Base,Major Base,Minor Base,Minor Base,Minor Base,Minor Base,Minor Base,Minor Base,Minor Base,Minor Base,Minor Base,Minor Base,Minor Base,Evergaol,Evergaol,Evergaol,Evergaol,Evergaol,Evergaol,Evergaol,Arena Boss,Field Boss,Field Boss,Field Boss,Field Boss,Field Boss,Field Boss,Field Boss,Field Boss,Field Boss,Field Boss,Field Boss,Rotted Woods,Rotted Woods,Rotted Woods,Rotted Woods,Rotted Woods,Rotted Woods,Rotted Woods,Rotted Woods,Rot Blessing,Frenzy Tower,Scale-Bearing Merchant
165,Libra,Default,East of Cavalry Bridge,,Battlefield Commander,Death Rite Bird,,Northwest Corner,Northeast of Lake,Banished Knights,Ruins - Runebear,Ruins - Runebear,Camp - Elder Lion,Camp - Redmane Knights,Great Church - Guardian Golem,Ruins - Ancient Heroes of Zamor,Ruins - Sanguine Noble,Fort - Lordsworn Captain,Fort - Guardian Golem,Ruins - Sanguine Noble,Ruins - Sanguine Noble,Great Church - Oracle Envoys,Camp - Banished Knights,Camp - Banished Knights,Camp - Redmane Knights,Camp - Elder Lion,Small Camp - Guilty,Small Camp - Dogs and Soldiers,Sorcerer's Rise - Fake Building,Small Camp - Caravans,Church - Normal,Sorcerer's Rise - Missing Statue,Small Camp - Nobles and Soldiers,Church - Normal,Small Camp - Guilty,Sorcerer's Rise - Fog Door,Church - Normal,Bloodhound Knight,Godskin Apostle,Grave Warden Duelist,Nox Warriors,Omen,Crucible Knight with Sword,Stoneskin Lords,Grafted Scion,Magma Wyrm,Night's Cavalry,Draconic Tree Sentinel,Erdtree Avatar,Tree Sentinel,Royal Revenant,Miranda Blossom,Flying Dragon,Black Knife Assassin,Leonine Misbegotten,Demi-Human Queen,,,,,,,,,,,
166,Libra,Default,West of Warmaster's Shack,,The Duke's Dear Freja,Crucible Knight and Golden Hippopotamus,,South of Castle,Northeast Corner,Trolls,Fort - Abductor Virgin,Ruins - Battlemages,Ruins - Battlemages,Great Church - Fire Monk,Ruins - Battlemages,Camp - Elder Lion,Ruins - Perfumer,Ruins - Erdtree Burial Watchdogs,Camp - Royal Army Knights,Great Church - Guardian Golem,Ruins - Erdtree Burial Watchdogs,Fort - Lordsworn Captain,Great Church - Guardian Golem,Camp - Royal Army Knights,Ruins - Erdtree Burial Watchdogs,Camp - Redmane Knights,Church - Normal,Church - Normal,Small Camp - Dogs and Soldiers,Church - Normal,Church - Rats,Small Camp - Caravans,Township - Township,Small Camp - Caravans,Small Camp - Dogs,Sorcerer's Rise - Missing Statue,Small Camp - Dogs and Soldiers,Godskin Apostle,Beastly Brigade,Bloodhound Knight,Crystalians,Crucible Knight with Spear,Grave Warden Duelist,Nox Warriors,Black Knife Assassin,Bell Bearing Hunter,Magma Wyrm,Red Wolf,Miranda Blossom,Royal Carian Knight,Royal Revenant,Flying Dragon,Leonine Misbegotten,Night's Cavalry,Tree Sentinel,Grafted Scion,,,,,,,,,,,
167,Libra,Default,Minor Erdtree,,The Duke's Dear Freja,Death Rite Bird,,Northwest Mistwood Pond,Northwest of Castle,Crucible Knights,Great Church - Mausoleum Knight,Camp - Frenzied Flame Troll,Fort - Crystalians,Ruins - Battlemages,Camp - Royal Army Knights,Fort - Abductor Virgin,Ruins - Perfumer,Camp - Leonine Misbegotten,Ruins - Battlemages,Great Church - Oracle Envoys,Ruins - Perfumer,Ruins - Perfumer,Great Church - Mausoleum Knight,Camp - Frenzied Flame Troll,Camp - Frenzied Flame Troll,Ruins - Albinauric Archers,Church - Normal,Sorcerer's Rise - Imp Statue,Small Camp - Caravans,Church - Normal,Small Camp - Guilty,Sorcerer's Rise - Missing Statue,Church - Normal,Small Camp - Wandering Nobles,Sorcerer's Rise - Pool Reflection,Small Camp - Misbegotten,Township - Township,Bloodhound Knight,Crucible Knight with Sword,Omen,Beastmen of Farum Azula,Dragonkin Soldier,Banished Knights,Stoneskin Lords,Ancient Hero of Zamor,Erdtree Avatar,Magma Wyrm,Royal Revenant,Ancestor Spirit,Royal Carian Knight,Red Wolf,Grafted Scion,Night's Cavalry,Elder Lion,Black Blade Kindred,Golden Hippopotamus,,,,,,,,,,,
168,Libra,Default,Far Southwest,Day 1 Gnoster Plague,Royal Revenant,Death Rite Bird,,West Stormhill Graveyard,East of Saintsbridge,Banished Knights,Ruins - Wormface,Fort - Crystalians,Camp - Banished Knights,Great Church - Mausoleum Knight,Camp - Redmane Knights,Ruins - Beastmen of Farum Azula,Camp - Elder Lion,Camp - Redmane Knights,Ruins - Wormface,Camp - Redmane Knights,Great Church - Oracle Envoys,Ruins - Beastmen of Farum Azula,Ruins - Wormface,Ruins - Runebear,Camp - Banished Knights,Fort - Lordsworn Captain,Small Camp - Foot Soldiers,Sorcerer's Rise - Pool Reflection,Church - Normal,Small Camp - Caravans,Small Camp - Dogs,Small Camp - Guilty,Sorcerer's Rise - Imp Statue,Sorcerer's Rise - Above Door,Church - Normal,Small Camp - Caravans,Church - Normal,Nox Warriors,Crystalians,Beastly Brigade,Crucible Knight with Spear,Omen,Godskin Noble,Bloodhound Knight,Black Knife Assassin,Magma Wyrm,Bell Bearing Hunter,Ancient Hero of Zamor,Demi-Human Queen,Golden Hippopotamus,Leonine Misbegotten,Black Blade Kindred,Elder Lion,Royal Carian Knight,Night's Cavalry,Flying Dragon,,,,,,,,,,,
169,Libra,Default,Above Stormhill Tunnel Entrance,,Tibia Mariner,Godskin Duo,,South Lake,Northwest of Castle,Crucible Knights,Camp - Flame Chariots,Camp - Redmane Knights,Fort - Crystalians,Great Church - Fire Monk,Ruins - Depraved Perfumer,Camp - Redmane Knights,Great Church - Fire Monk,Fort - Guardian Golem,Ruins - Depraved Perfumer,Great Church - Guardian Golem,Fort - Guardian Golem,Camp - Frenzied Flame Troll,Camp - Frenzied Flame Troll,Ruins - Perfumer,Ruins - Perfumer,Ruins - Albinauric Archers,Small Camp - Caravans,Church - Normal,Church - Normal,Small Camp - Wandering Nobles,Sorcerer's Rise - Fake Building,Small Camp - Guilty,Sorcerer's Rise - Above Door,Small Camp - Misbegotten,Church - Normal,Township - Township,Small Camp - Misbegotten,Dragonkin Soldier,Stoneskin Lords,Grave Warden Duelist,Omen,Crystalians,Godskin Apostle,Nox Warriors,Bell Bearing Hunter,Ulcerated Tree Spirit,Flying Dragon,Golden Hippopotamus,Tree Sentinel,Ancient Hero of Zamor,Royal Revenant,Grafted Scion,Magma Wyrm,Black Knife Assassin,Red Wolf,Erdtree Avatar,,,,,,,,,,,
170,Libra,Default,Northeast of Saintsbridge,,Royal Revenant,Death Rite Bird,,Northeast of Lake,Southwest Corner,Trolls,Ruins - Albinaurics,Camp - Frenzied Flame Troll,Fort - Abductor Virgin,Fort - Abductor Virgin,Great Church - Guardian Golem,Ruins - Ancient Heroes of Zamor,Ruins - Battlemages,Camp - Elder Lion,Ruins - Albinaurics,Great Church - Fire Monk,Camp - Leonine Misbegotten,Fort - Abductor Virgin,Ruins - Ancient Heroes of Zamor,Ruins - Battlemages,Fort - Crystalians,Ruins - Battlemages,Small Camp - Soldiers,Small Camp - Caravans,Church - Normal,Church - Normal,Sorcerer's Rise - Fog Door,Small Camp - Dogs and Soldiers,Small Camp - Caravans,Small Camp - Dogs and Soldiers,Church - Normal,Sorcerer's Rise - Fleeing Stump,Small Camp - Wandering Nobles,Godskin Apostle,Nox Warriors,Stoneskin Lords,Omen,Bloodhound Knight,Crucible Knight with Spear,Beastmen of Farum Azula,Ancient Hero of Zamor,Ulcerated Tree Spirit,Elder Lion,Bell Bearing Hunter,Flying Dragon,Leonine Misbegotten,Miranda Blossom,Demi-Human Queen,Grafted Scion,Tree Sentinel,Golden Hippopotamus,Magma Wyrm,,,,,,,,,,,
171,Libra,Default,Southeast of Lake,,The Duke's Dear Freja,Death Rite Bird,,West Stormhill Graveyard,East of Saintsbridge,Banished Knights,Ruins - Sanguine Noble,Ruins - Battlemages,Camp - Redmane Knights,Great Church - Mausoleum Knight,Ruins - Battlemages,Camp - Royal Army Knights,Camp - Frenzied Flame Troll,Fort - Lordsworn Captain,Fort - Abductor Virgin,Ruins - Battlemages,Ruins - Runebear,Ruins - Battlemages,Ruins - Battlemages,Great Church - Oracle Envoys,Map Event - Summonwater Approach,Map Event - Summonwater,Church - Normal,Sorcerer's Rise - Windy Trees,Sorcerer's Rise - Imp Statue,Township - Township,Small Camp - Misbegotten,Small Camp - Rats and Demi-Humans,Church - Normal,Small Camp - Caravans,Small Camp - Dogs and Soldiers,Church - Normal,Sorcerer's Rise - Pool Reflection,Stoneskin Lords,Godskin Duo,Omen,Nox Warriors,Beastly Brigade,Crucible Knight with Sword,Crucible Knight with Spear,Royal Revenant,Draconic Tree Sentinel,Demi-Human Queen,Flying Dragon,Night's Cavalry,Ancestor Spirit,Golden Hippopotamus,Black Knife Assassin,Tree Sentinel,Miranda Blossom,Royal Carian Knight,Grafted Scion,,,,,,,,,,,
172,Libra,Default,Northeast of Saintsbridge,,Centipede Demon,Godskin Duo,,Northeast of Lake,Northeast Corner,Banished Knights,Camp - Frenzied Flame Troll,Camp - Leonine Misbegotten,Ruins - Albinauric Archers,Camp - Frenzied Flame Troll,Fort - Abductor Virgin,Ruins - Battlemages,Ruins - Albinauric Archers,Great Church - Mausoleum Knight,Fort - Lordsworn Captain,Great Church - Fire Monk,Camp - Leonine Misbegotten,Camp - Royal Army Knights,Ruins - Erdtree Burial Watchdogs,Fort - Lordsworn Captain,Fort - Abductor Virgin,Camp - Royal Army Knights,Small Camp - Soldiers,Sorcerer's Rise - Missing Statue,Small Camp - Dogs,Church - Normal,Small Camp - Caravans,Small Camp - Dogs,Church - Normal,Sorcerer's Rise - Fleeing Stump,Sorcerer's Rise - Unlit Candle,Church - Normal,Small Camp - Foot Soldiers,Beastmen of Farum Azula,Beastly Brigade,Crucible Knight with Sword,Stoneskin Lords,Banished Knights,Death Rite Bird,Dragonkin Soldier,Bell Bearing Hunter,Death Rite Bird,Red Wolf,Ulcerated Tree Spirit,Tree Sentinel,Royal Revenant,Black Knife Assassin,Ancient Hero of Zamor,Flying Dragon,Leonine Misbegotten,Miranda Blossom,Draconic Tree Sentinel,,,,,,,,,,,
173,Libra,Default,East of Cavalry Bridge,Day 1 Gnoster Plague,The Duke's Dear Freja,Death Rite Bird,,Northwest Lake,Northwest Corner,Banished Knights,Ruins - Depraved Perfumer,Camp - Elder Lion,Ruins - Depraved Perfumer,Great Church - Mausoleum Knight,Ruins - Runebear,Camp - Elder Lion,Camp - Redmane Knights,Camp - Redmane Knights,Fort - Lordsworn Captain,Camp - Royal Army Knights,Ruins - Depraved Perfumer,Ruins - Ancient Heroes of Zamor,Ruins - Ancient Heroes of Zamor,Fort - Guardian Golem,Great Church - Guardian Golem,Camp - Royal Army Knights,Church - Normal,Small Camp - Dogs and Soldiers,Sorcerer's Rise - Fog Door,Small Camp - Guilty,Church - Normal,Small Camp - Dogs and Soldiers,Church - Rats,Small Camp - Caravans,Sorcerer's Rise - Fleeing Stump,Church - Normal,Small Camp - Guilty,Omen,Banished Knights,Beastmen of Farum Azula,Bloodhound Knight,Crucible Knight with Sword,Death Rite Bird,Dragonkin Soldier,Black Knife Assassin,Ancestor Spirit,Draconic Tree Sentinel,Elder Lion,Royal Revenant,Tree Sentinel,Grafted Scion,Demi-Human Queen,Miranda Blossom,Flying Dragon,Bell Bearing Hunter,Ancient Hero of Zamor,,,,,,,,,,,
174,Libra,Default,Minor Erdtree,Difficult Sorcerer's Rise,Centipede Demon,Crucible Knight and Golden Hippopotamus,,Northeast Corner,West Stormhill Graveyard,Crucible Knights,Map Event - South Lake,Great Church - Mausoleum Knight,Ruins - Depraved Perfumer,Ruins - Depraved Perfumer,Great Church - Guardian Golem,Camp - Elder Lion,Fort - Crystalians,Map Event - South Mistwood,Camp - Royal Army Knights,Fort - Guardian Golem,Camp - Royal Army Knights,Great Church - Guardian Golem,Camp - Leonine Misbegotten,Ruins - Albinaurics,Ruins - Beastmen of Farum Azula,Map Event - Summonwater,Township - Township,Church - Normal,Small Camp - Caravans,Church - Normal,Small Camp - Caravans,Small Camp - Dogs and Soldiers,Sorcerer's Rise - Withered Trees,Small Camp - Shack,Church - Normal,Small Camp - Dogs,"Difficult Sorcerer's Rise - Fake Building, Pool Reflection, Second Floor",Beastly Brigade,Death Rite Bird,Nox Warriors,Omen,Crucible Knight with Sword,Crystalians,Crucible Knight with Spear,Bell Bearing Hunter,Erdtree Avatar,Golden Hippopotamus,Magma Wyrm,Red Wolf,Leonine Misbegotten,Death Rite Bird,Elder Lion,Ulcerated Tree Spirit,Black Knife Assassin,Night's Cavalry,Draconic Tree Sentinel,,,,,,,,,,,
175,Libra,Default,East of Cavalry Bridge,Day 2 Gnoster Plague,Tibia Mariner,Crucible Knight and Golden Hippopotamus,,South Lake,Northwest Corner,Banished Knights,Great Church - Oracle Envoys,Camp - Royal Army Knights,Fort - Abductor Virgin,Ruins - Runebear,Ruins - Albinauric Archers,Camp - Leonine Misbegotten,Fort - Abductor Virgin,Great Church - Fire Monk,Fort - Crystalians,Ruins - Runebear,Camp - Frenzied Flame Troll,Ruins - Runebear,Great Church - Fire Monk,Ruins - Ancient Heroes of Zamor,Ruins - Albinauric Archers,Fort - Abductor Virgin,Small Camp - Caravans,Small Camp - Dogs,Small Camp - Dogs,Church - Normal,Sorcerer's Rise - Pool Reflection,Church - Normal,Small Camp - Shack,Small Camp - Dogs and Soldiers,Church - Normal,Small Camp - Dogs and Soldiers,Small Camp - Dogs,Omen,Beastly Brigade,Stoneskin Lords,Banished Knights,Godskin Noble,Crystalians,Crucible Knight with Spear,Ancient Hero of Zamor,Magma Wyrm,Black Knife Assassin,Royal Carian Knight,Golden Hippopotamus,Grafted Scion,Draconic Tree Sentinel,Night's Cavalry,Miranda Blossom,Black Blade Kindred,Red Wolf,Ulcerated Tree Spirit,,,,,,,,,,,
176,Libra,Default,Below Summonwater Hawk,,Battlefield Commander,Godskin Duo,,West Stormhill Graveyard,Northwest Lake,Banished Knights,Ruins - Runebear,Camp - Redmane Knights,Great Church - Fire Monk,Ruins - Sanguine Noble,Great Church - Fire Monk,Ruins - Runebear,Ruins - Sanguine Noble,Ruins - Runebear,Ruins - Sanguine Noble,Great Church - Oracle Envoys,Fort - Abductor Virgin,Fort - Lordsworn Captain,Camp - Redmane Knights,Camp - Frenzied Flame Troll,Camp - Flame Chariots,Ruins - Albinauric Archers,Small Camp - Misbegotten,Sorcerer's Rise - Pool Reflection,Church - Normal,Township - Township,Small Camp - Soldiers,Small Camp - Caravans,Church - Normal,Small Camp - Misbegotten,Small Camp - Shack,Sorcerer's Rise - Withered Trees,Church - Normal,Bloodhound Knight,Crystalians,Beastly Brigade,Godskin Noble,Omen,Crucible Knight with Sword,Nox Warriors,Royal Revenant,Magma Wyrm,Golden Hippopotamus,Miranda Blossom,Draconic Tree Sentinel,Death Rite Bird,Elder Lion,Black Knife Assassin,Red Wolf,Erdtree Avatar,Ancestor Spirit,Grafted Scion,,,,,,,,,,,
177,Libra,Default,Above Stormhill Tunnel Entrance,Frenzy Tower,Battlefield Commander,Death Rite Bird,,Northeast Corner,Northeast of Lake,Trolls,Fort - Crystalians,Fort - Abductor Virgin,Great Church - Guardian Golem,Great Church - Guardian Golem,Camp - Banished Knights,Ruins - Depraved Perfumer,Fort - Abductor Virgin,Ruins - Wormface,Camp - Frenzied Flame Troll,Great Church - Fire Monk,Ruins - Sanguine Noble,Ruins - Wormface,Camp - Frenzied Flame Troll,Camp - Leonine Misbegotten,Camp - Banished Knights,Ruins - Wormface,Sorcerer's Rise - Windy Trees,Church - Normal,Sorcerer's Rise - Fake Building,Small Camp - Rats and Demi-Humans,Church - Normal,Small Camp - Caravans,Church - Normal,Small Camp - Guilty,Sorcerer's Rise - Fleeing Stump,Township - Township,Small Camp - Dogs,Banished Knights,Bloodhound Knight,Crucible Knight with Sword,Grave Warden Duelist,Stoneskin Lords,Godskin Noble,Beastmen of Farum Azula,Royal Revenant,Tree Sentinel,Miranda Blossom,Flying Dragon,Ancient Hero of Zamor,Black Knife Assassin,Elder Lion,Bell Bearing Hunter,Magma Wyrm,Demi-Human Queen,Grafted Scion,Black Blade Kindred,,,,,,,,,,South,
178,Libra,Default,Above Stormhill Tunnel Entrance,,Royal Revenant,Crucible Knight and Golden Hippopotamus,,Northeast Corner,Northwest Lake,Crucible Knights,Camp - Banished Knights,Camp - Banished Knights,Ruins - Battlemages,Fort - Lordsworn Captain,Fort - Guardian Golem,Ruins - Runebear,Great Church - Fire Monk,Ruins - Sanguine Noble,Great Church - Mausoleum Knight,Fort - Lordsworn Captain,Ruins - Sanguine Noble,Ruins - Battlemages,Fort - Guardian Golem,Camp - Frenzied Flame Troll,Camp - Elder Lion,Great Church - Fire Monk,Sorcerer's Rise - Fog Door,Sorcerer's Rise - Withered Trees,Church - Normal,Small Camp - Demi-Humans,Small Camp - Dogs,Small Camp - Guilty,Church - Normal,Township - Township,Church - Normal,Sorcerer's Rise - Imp Statue,Small Camp - Caravans,Grave Warden Duelist,Godskin Apostle,Crystalians,Godskin Noble,Beastly Brigade,Banished Knights,Nox Warriors,Bell Bearing Hunter,Ulcerated Tree Spirit,Golden Hippopotamus,Death Rite Bird,Miranda Blossom,Ancient Hero of Zamor,Royal Carian Knight,Demi-Human Queen,Draconic Tree Sentinel,Elder Lion,Red Wolf,Flying Dragon,,,,,,,,,,,
179,Libra,Default,Above Stormhill Tunnel Entrance,Frenzy Tower,Royal Revenant,Death Rite Bird,,Northeast Corner,Northeast of Lake,Banished Knights,Ruins - Albinaurics,Fort - Guardian Golem,Camp - Frenzied Flame Troll,Fort - Lordsworn Captain,Camp - Banished Knights,Ruins - Albinauric Archers,Ruins - Albinauric Archers,Camp - Frenzied Flame Troll,Great Church - Fire Monk,Ruins - Albinaurics,Ruins - Battlemages,Camp - Elder Lion,Great Church - Guardian Golem,Great Church - Fire Monk,Ruins - Battlemages,Ruins - Albinaurics,Small Camp - Caravans,Small Camp - Caravans,Small Camp - Soldiers,Small Camp - Wandering Nobles,Church - Normal,Sorcerer's Rise - Windy Trees,Church - Normal,Church - Normal,Small Camp - Dogs and Soldiers,Sorcerer's Rise - Fleeing Stump,Sorcerer's Rise - Above Door,Beastmen of Farum Azula,Godskin Noble,Banished Knights,Stoneskin Lords,Godskin Apostle,Grave Warden Duelist,Bloodhound Knight,Grafted Scion,Ancestor Spirit,Ancient Hero of Zamor,Magma Wyrm,Draconic Tree Sentinel,Golden Hippopotamus,Black Blade Kindred,Demi-Human Queen,Leonine Misbegotten,Red Wolf,Night's Cavalry,Royal Carian Knight,,,,,,,,,,South,
180,Libra,Mountaintop,Below Summonwater Hawk,Frenzy Tower,Royal Revenant,Crucible Knight and Golden Hippopotamus,,South Lake,Southeast Mountaintop,Crucible Knights,Ruins - Perfumer,Camp - Leonine Misbegotten,Great Church - Guardian Golem,,,,,Great Church - Oracle Envoys,Ruins - Battlemages,Ruins - Perfumer,Ruins - Perfumer,Fort - Crystalians,Fort - Abductor Virgin,Camp - Leonine Misbegotten,Ruins - Perfumer,Camp - Redmane Knights,Sorcerer's Rise - Fake Building,Church - Normal,Sorcerer's Rise - Fog Door,,,Small Camp - Soldiers,Small Camp - Caravans,Church - Normal,Small Camp - Nobles and Soldiers,Small Camp - Dogs,Church - Normal,Banished Knights,,,,Nox Warriors,Godskin Noble,Beastmen of Farum Azula,Leonine Misbegotten,Death Rite Bird,Magma Wyrm,Miranda Blossom,,,,,Ancestor Spirit,Black Knife Assassin,Grafted Scion,Draconic Tree Sentinel,,,,,,,,,,South,
181,Libra,Mountaintop,Below Summonwater Hawk,Day 1 Gnoster Plague,Centipede Demon,Godskin Duo,,Northwest Mistwood Pond,Southeast Mountaintop,Banished Knights,Fort - Lordsworn Captain,Camp - Elder Lion,Great Church - Mausoleum Knight,,,,,Camp - Redmane Knights,Ruins - Wormface,Fort - Abductor Virgin,Camp - Elder Lion,Great Church - Guardian Golem,Camp - Elder Lion,Ruins - Runebear,Fort - Lordsworn Captain,Ruins - Runebear,Small Camp - Misbegotten,Church - Normal,Sorcerer's Rise - Missing Statue,,,Small Camp - Dogs and Soldiers,Sorcerer's Rise - Above Door,Church - Normal,Small Camp - Foot Soldiers,Township - Township,Church - Normal,Bloodhound Knight,,,,Godskin Noble,Nox Warriors,Beastly Brigade,Black Knife Assassin,Death Rite Bird,Leonine Misbegotten,Magma Wyrm,,,,,Black Blade Kindred,Elder Lion,Grafted Scion,Tree Sentinel,,,,,,,,,,,
182,Libra,Mountaintop,Below Summonwater Hawk,,Battlefield Commander,Death Rite Bird,,South Lake,Southeast Mountaintop,Banished Knights,Ruins - Perfumer,Camp - Flame Chariots,Fort - Abductor Virgin,,,,,Great Church - Guardian Golem,Camp - Frenzied Flame Troll,Great Church - Fire Monk,Fort - Guardian Golem,Great Church - Fire Monk,Ruins - Perfumer,Ruins - Ancient Heroes of Zamor,Camp - Frenzied Flame Troll,Fort - Abductor Virgin,Small Camp - Misbegotten,Sorcerer's Rise - Imp Statue,Church - Normal,,,Small Camp - Misbegotten,Church - Normal,Small Camp - Soldiers,Small Camp - Demi-Humans,Church - Normal,Small Camp - Misbegotten,Godskin Apostle,,,,Stoneskin Lords,Banished Knights,Grave Warden Duelist,Leonine Misbegotten,Erdtree Avatar,Grafted Scion,Draconic Tree Sentinel,,,,,Night's Cavalry,Royal Carian Knight,Tree Sentinel,Elder Lion,,,,,,,,,,,
183,Libra,Mountaintop,Minor Erdtree,,The Duke's Dear Freja,Crucible Knight and Golden Hippopotamus,,South Lake,Southeast Mountaintop,Banished Knights,Great Church - Mausoleum Knight,Camp - Frenzied Flame Troll,Ruins - Wormface,,,,,Great Church - Oracle Envoys,Fort - Guardian Golem,Fort - Lordsworn Captain,Ruins - Wormface,Great Church - Mausoleum Knight,Camp - Frenzied Flame Troll,Camp - Royal Army Knights,Fort - Lordsworn Captain,Ruins - Depraved Perfumer,Church - Normal,Sorcerer's Rise - Imp Statue,Small Camp - Dogs,,,Small Camp - Guilty,Church - Normal,Small Camp - Rats and Demi-Humans,Small Camp - Guilty,Sorcerer's Rise - Fleeing Stump,Church - Normal,Beastmen of Farum Azula,,,,Bloodhound Knight,Crystalians,Crucible Knight with Sword,Bell Bearing Hunter,Ancestor Spirit,Golden Hippopotamus,Flying Dragon,,,,,Grafted Scion,Ulcerated Tree Spirit,Erdtree Avatar,Miranda Blossom,,,,,,,,,,,
184,Libra,Mountaintop,Below Summonwater Hawk,,Tibia Mariner,Death Rite Bird,,South Lake,Southeast Mountaintop,Trolls,Fort - Guardian Golem,Camp - Frenzied Flame Troll,Great Church - Fire Monk,,,,,Ruins - Erdtree Burial Watchdogs,Camp - Redmane Knights,Fort - Guardian Golem,Camp - Redmane Knights,Great Church - Guardian Golem,Ruins - Erdtree Burial Watchdogs,Ruins - Beastmen of Farum Azula,Fort - Crystalians,Camp - Frenzied Flame Troll,Small Camp - Dogs,Small Camp - Dogs,Small Camp - Dogs and Soldiers,,,Church - Normal,Church - Normal,Small Camp - Dogs,Small Camp - Shack,Sorcerer's Rise - Windy Trees,Church - Normal,Nox Warriors,,,,Crystalians,Grave Warden Duelist,Crucible Knight with Spear,Grafted Scion,Draconic Tree Sentinel,Bell Bearing Hunter,Red Wolf,,,,,Ulcerated Tree Spirit,Demi-Human Queen,Magma Wyrm,Night's Cavalry,,,,,,,,,,,
185,Libra,Crater,Minor Erdtree,,Centipede Demon,Death Rite Bird,,West Stormhill Graveyard,North of Crater,Crucible Knights,Ruins - Beastmen of Farum Azula,Ruins - Depraved Perfumer,Great Church - Guardian Golem,Camp - Flame Chariots,,Great Church - Mausoleum Knight,,Fort - Lordsworn Captain,Great Church - Guardian Golem,Fort - Guardian Golem,Camp - Redmane Knights,,,Ruins - Depraved Perfumer,,Camp - Redmane Knights,Church - Normal,Church - Normal,Small Camp - Dogs,,Church - Normal,Sorcerer's Rise - Missing Statue,Township - Township,Small Camp - Demi-Humans,Small Camp - Dogs and Soldiers,Small Camp - Caravans,,Banished Knights,,Crucible Knight with Sword,,Nox Warriors,Beastly Brigade,,Black Knife Assassin,Royal Carian Knight,Golden Hippopotamus,Magma Wyrm,Night's Cavalry,,,Draconic Tree Sentinel,Red Wolf,Tree Sentinel,,,,,,,,,,,,,
